noEvo	discrate	delta	Thorizon	tau	hyper	T	year	p	meanm	H_B	recruits	ssb	accessible	costs	surplus	totalnumber	n11	n12	n13	n14	n15	n16	n17	n18	n19	n110	n21	n22	n23	n24	n25	n26	n27	n28	n29	n210	n31	n32	n33	n34	n35	n36	n37	n38	n39	n310	n41	n42	n43	n44	n45	n46	n47	n48	n49	n410	n51	n52	n53	n54	n55	n56	n57	n58	n59	n510	n61	n62	n63	n64	n65	n66	n67	n68	n69	n610	h11	h12	h13	h14	h15	h16	h17	h18	h19	h110	h21	h22	h23	h24	h25	h26	h27	h28	h29	h210	h31	h32	h33	h34	h35	h36	h37	h38	h39	h310	h41	h42	h43	h44	h45	h46	h47	h48	h49	h410	h51	h52	h53	h54	h55	h56	h57	h58	h59	h510	h61	h62	h63	h64	h65	h66	h67	h68	h69	h610
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	19	0.600000	67.000000	191.211809	1722.716702	642.114236	1753.670754	231.313789	112.129847	1470.852022	5.599619	12.293228	26.399599	45.890547	63.177852	68.204330	56.970595	36.126868	17.103660	6.948347	7.226102	17.448068	40.969588	77.547724	115.922812	135.617586	122.600263	84.077905	43.025843	18.880680	2.364213	6.196723	15.539191	31.036704	48.512229	58.869466	54.786650	38.378745	19.862482	8.677677	0.742879	2.139852	5.786511	12.295709	20.235467	25.618058	24.656830	17.702209	9.280960	4.030296	0.157091	0.503922	1.485659	3.391436	5.928072	7.889967	7.905180	5.846777	3.115320	1.343475	0.055428	0.214099	0.731131	1.882464	3.628956	5.212417	5.510740	4.192892	2.220300	0.892629	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.059442	0.140293	0.324206	0.607009	0.900894	1.050009	0.949037	0.653408	0.337763	0.151310	0.154314	0.394397	0.971990	1.918520	2.975475	3.596013	3.345628	2.353214	1.230750	0.549636	0.169748	0.475384	1.261235	2.645390	4.316620	5.440440	5.234377	3.774231	2.000938	0.889723	0.074752	0.232328	0.670649	1.509079	2.612993	3.460462	3.465434	2.575001	1.388712	0.614782	0.002341	0.008702	0.028967	0.073275	0.139602	0.199218	0.210366	0.160840	0.086350	0.035857	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	20	0.600000	67.000000	192.370769	1732.186848	651.120282	1769.145039	232.715812	112.274731	1481.293959	5.932496	12.738728	26.933465	46.322513	63.325760	68.114034	56.885726	36.214837	17.317914	7.180713	7.668399	18.098750	41.824840	78.308388	116.221643	135.458445	122.432409	84.294237	43.573783	19.520064	2.525316	6.454232	15.906418	31.396190	48.693057	58.848029	54.750535	38.509871	20.140974	8.994674	0.800415	2.241591	5.947133	12.473875	20.354270	25.653446	24.681791	17.796728	9.435075	4.195332	0.171409	0.532739	1.537829	3.460390	5.991719	7.935005	7.946406	5.904602	3.184384	1.409725	0.062037	0.230574	0.767556	1.941594	3.699081	5.278732	5.574119	4.261815	2.288033	0.950114	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.062772	0.145010	0.330068	0.611623	0.901573	1.047092	0.946280	0.654026	0.341401	0.155976	0.163894	0.409098	0.991774	1.935720	2.980042	3.587653	3.337066	2.356510	1.245076	0.567785	0.181603	0.495378	1.290813	2.674364	4.328769	5.432666	5.225129	3.783157	2.027217	0.921846	0.080617	0.243290	0.688489	1.528379	2.622949	3.457384	3.460827	2.582927	1.409015	0.639224	0.002568	0.009210	0.029935	0.074475	0.140326	0.199040	0.209965	0.161304	0.087752	0.037562	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	21	0.600000	67.000000	193.408418	1740.841157	659.485117	1783.326808	233.971083	112.402399	1490.827687	6.263044	13.171124	27.438521	46.716027	63.439054	68.000588	56.785401	36.289957	17.523001	7.408492	8.108044	18.730571	42.634114	79.001751	116.453988	135.250215	122.228646	84.478846	44.097896	20.146977	2.686046	6.704664	16.254085	31.724327	48.839610	58.797683	54.690842	38.620604	20.405432	9.305365	0.858061	2.340626	6.099007	12.636192	20.453149	25.668986	24.688387	17.875165	9.578465	4.355661	0.185907	0.561042	1.587698	3.524538	6.048687	7.972947	7.980887	5.956394	3.249278	1.474090	0.068885	0.247029	0.802894	1.997530	3.763731	5.338525	5.631543	4.326377	2.353621	1.007470	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066071	0.149582	0.335603	0.615789	0.901855	1.043928	0.943357	0.654463	0.344873	0.160535	0.173415	0.423356	1.010447	1.951271	2.982995	3.578148	3.327670	2.358992	1.258731	0.585557	0.193442	0.514824	1.318802	2.700739	4.338100	5.422580	5.213940	3.790192	2.052044	0.953253	0.086506	0.253986	0.705420	1.546062	2.631048	3.452709	3.454759	2.589256	1.427973	0.662942	0.002799	0.009708	0.030851	0.075565	0.140903	0.198728	0.209456	0.161665	0.089071	0.039227	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	22	0.600000	67.000000	194.335509	1748.735583	667.230281	1796.312519	235.092608	112.514828	1499.534859	6.590768	13.590632	27.916373	47.074147	63.521303	67.866889	56.671365	36.352947	17.718859	7.631176	8.544286	19.343724	43.399835	79.633086	116.626832	134.999514	121.993855	84.634416	44.598592	20.760211	2.846041	6.947995	16.583173	32.023712	48.956069	58.723555	54.612782	38.715110	20.657940	9.609990	0.915681	2.436982	6.242716	12.784286	20.534942	25.668465	24.680839	17.941351	9.713605	4.512344	0.200513	0.588717	1.635106	3.583648	6.098560	8.003105	8.007857	6.001689	3.309928	1.536646	0.075939	0.263405	0.837084	2.050312	3.823129	5.392104	5.683168	4.386452	2.416754	1.064355	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.069340	0.154016	0.340842	0.619566	0.901812	1.040585	0.940318	0.654751	0.348190	0.164987	0.182862	0.437181	1.028082	1.965332	2.984558	3.567734	3.317642	2.360797	1.271766	0.602936	0.205230	0.533701	1.345233	2.724631	4.344804	5.410428	5.201109	3.795646	2.075614	0.983986	0.092400	0.264400	0.721456	1.562187	2.637376	3.446523	3.447354	2.594189	1.445791	0.686063	0.003032	0.010195	0.031720	0.076557	0.141357	0.198310	0.208861	0.161936	0.090311	0.040851	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	23	0.600000	67.000000	195.162441	1755.930067	674.386198	1808.195324	236.092969	112.613805	1507.483108	6.915293	13.997590	28.368686	47.399832	63.575781	67.715408	56.544958	36.404314	17.905460	7.848447	8.976548	19.938604	44.124547	80.207460	116.746413	134.711638	121.731347	84.762432	45.075890	21.358826	3.004994	7.184259	16.894630	32.296617	49.045727	58.629145	54.519344	38.795363	20.899141	9.908145	0.973152	2.530685	6.378786	12.919575	20.602065	25.655011	24.662468	17.998085	9.842086	4.665834	0.215173	0.615717	1.680079	3.637921	6.141752	8.026042	8.027977	6.041181	3.366865	1.597658	0.083165	0.279639	0.870052	2.099922	3.877351	5.439553	5.728947	4.441835	2.477174	1.120519	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072575	0.158322	0.345810	0.623000	0.901502	1.037114	0.937199	0.654910	0.351363	0.169333	0.192224	0.450591	1.044762	1.978073	2.984958	3.556629	3.307150	2.362029	1.284218	0.619912	0.216941	0.552007	1.370178	2.746228	4.349165	5.396532	5.186948	3.799765	2.098044	1.014033	0.098279	0.274520	0.736608	1.576811	2.642021	3.438934	3.438761	2.597920	1.462625	0.708647	0.003267	0.010671	0.032543	0.077460	0.141704	0.197805	0.208196	0.162130	0.091478	0.042435	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	24	0.600000	67.000000	195.899266	1762.486397	680.989936	1819.063935	236.984325	112.700952	1514.733620	7.236321	14.392387	28.797086	47.695865	63.605529	67.548477	56.407578	36.444791	18.083064	8.060242	9.404374	20.515720	44.810788	80.729681	116.818468	134.391367	121.444187	84.864543	45.530307	21.942506	3.162655	7.413552	17.189415	32.545130	49.111359	58.517042	54.412369	38.862339	21.129173	10.199375	1.030359	2.621759	6.507663	13.043212	20.656366	25.630836	24.635415	18.046987	9.964662	4.816149	0.229850	0.642034	1.722742	3.687769	6.179032	8.042815	8.042410	6.075891	3.420716	1.657350	0.090530	0.295676	0.901742	2.146370	3.926512	5.481023	5.768952	4.492496	2.534784	1.175828	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.075775	0.162505	0.350530	0.626130	0.900966	1.033549	0.934024	0.654958	0.354400	0.173576	0.201496	0.463607	1.060566	1.989643	2.984380	3.545004	3.296316	2.362761	1.296118	0.636483	0.228557	0.569757	1.393735	2.765748	4.351496	5.381218	5.171731	3.802734	2.119405	1.043373	0.104130	0.284338	0.750903	1.590016	2.645117	3.430102	3.429156	2.600619	1.478577	0.730710	0.003504	0.011135	0.033323	0.078282	0.141956	0.197225	0.207473	0.162255	0.092579	0.043980	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	25	0.600000	67.000000	196.555385	1768.464203	687.080828	1829.001332	237.778049	112.777718	1521.344419	7.553604	14.775421	29.203104	47.964818	63.613352	67.368335	56.260740	36.475361	18.252170	8.266688	9.827396	21.075622	45.460992	81.204225	116.848301	134.043236	121.135593	84.942901	45.962955	22.511472	3.318822	7.636024	17.468492	32.771223	49.155456	58.389434	54.293321	38.916825	21.348235	10.483446	1.087200	2.710226	6.629736	13.156144	20.699249	25.597444	24.600953	18.088891	10.081610	4.963127	0.244513	0.667673	1.763246	3.733626	6.211182	8.054459	8.052238	6.106692	3.471948	1.715830	0.098004	0.311472	0.932126	2.189722	3.970821	5.516808	5.803452	4.538606	2.589635	1.230222	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.078938	0.166569	0.355018	0.628983	0.900235	1.029913	0.930809	0.654908	0.357313	0.177721	0.210671	0.476245	1.075562	2.000164	2.982971	3.532981	3.285229	2.363055	1.307499	0.652657	0.240065	0.586969	1.416005	2.783405	4.352085	5.364771	5.155682	3.804698	2.139754	1.071996	0.109938	0.293855	0.764383	1.601913	2.646832	3.420213	3.418713	2.602423	1.493715	0.752244	0.003741	0.011588	0.034062	0.079028	0.142123	0.196581	0.206700	0.162319	0.093620	0.045490	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	26	0.600000	67.000000	197.139320	1773.918413	692.697330	1838.084438	238.484450	112.845373	1527.370809	7.866926	15.147073	29.588149	48.209024	63.601802	67.177085	56.105989	36.497123	18.413388	8.467980	10.245301	21.618861	46.077430	81.635196	116.840762	133.671518	120.808873	84.999985	46.375292	23.066201	3.473336	7.851856	17.732813	32.976757	49.180322	58.248351	54.163647	38.959752	21.556763	10.760378	1.143587	2.796121	6.745366	13.259194	20.731851	25.555941	24.559913	18.124285	10.193059	5.106623	0.259134	0.692645	1.801726	3.775865	6.238843	8.061777	8.058243	6.134166	3.520832	1.773112	0.105559	0.326995	0.961206	2.230097	4.010566	5.547317	5.832852	4.580464	2.641859	1.283678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082063	0.170519	0.359287	0.631582	0.899333	1.026224	0.927567	0.654773	0.360108	0.181770	0.219743	0.488519	1.089803	2.009735	2.980842	3.520652	3.273953	2.362963	1.318396	0.668449	0.251455	0.603664	1.437082	2.799387	4.351176	5.347418	5.138974	3.805773	2.159149	1.099909	0.115696	0.303078	0.777100	1.612620	2.647340	3.409452	3.407592	2.603447	1.508088	0.773240	0.003978	0.012028	0.034762	0.079704	0.142212	0.195881	0.205884	0.162329	0.094605	0.046964	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	27	0.600000	67.000000	197.658631	1778.898183	697.875286	1846.384109	239.112674	112.905008	1532.864759	8.176106	15.507722	29.953539	48.430612	63.573177	66.976632	55.944765	36.511138	18.567321	8.664317	10.657827	22.145987	46.662226	82.026343	116.800243	133.280129	120.467182	85.038275	46.768828	23.607222	3.626062	8.061245	17.983290	33.163471	49.188098	58.095725	54.024839	38.992220	21.755387	11.030351	1.199446	2.879487	6.854903	13.353118	20.755177	25.507267	24.512985	18.153596	10.299172	5.246583	0.273688	0.716954	1.838293	3.814784	6.262499	8.065336	8.060937	6.158665	3.567504	1.829162	0.113172	0.342221	0.989001	2.267641	4.046075	5.573003	5.857610	4.618413	2.691609	1.336179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.085147	0.174357	0.363352	0.633948	0.898280	1.022496	0.924310	0.654564	0.362795	0.185726	0.228705	0.500441	1.103339	2.018440	2.978083	3.508088	3.262542	2.362531	1.328842	0.683871	0.262719	0.619861	1.457049	2.813854	4.348970	5.329341	5.121746	3.806064	2.177651	1.127131	0.121397	0.312014	0.789106	1.622254	2.646804	3.397983	3.395928	2.603784	1.521740	0.793699	0.004214	0.012457	0.035423	0.080313	0.142232	0.195133	0.205034	0.162292	0.095539	0.048404	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	28	0.600000	67.000000	198.119982	1783.447188	702.647646	1853.965584	239.670781	112.957561	1537.874230	8.480999	15.857740	30.300493	48.631517	63.529535	66.768661	55.778349	36.518361	18.714505	8.855859	11.064761	22.657539	47.217352	82.381080	116.730690	132.872570	120.113379	85.060059	47.144951	24.134997	3.776893	8.264396	18.220787	33.332972	49.180746	57.933358	53.878362	39.015376	21.944806	11.293604	1.254714	2.960382	6.958692	13.438633	20.770166	25.452304	24.460854	18.177309	10.400201	5.383042	0.288151	0.740605	1.873042	3.850625	6.282523	8.065543	8.060665	6.180411	3.612042	1.883945	0.120821	0.357132	1.015542	2.302513	4.077676	5.594313	5.878170	4.652782	2.739029	1.387706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.088189	0.178088	0.367225	0.636101	0.897096	1.018745	0.921049	0.654290	0.365381	0.189593	0.237554	0.512023	1.116212	2.026350	2.974774	3.495349	3.251044	2.361804	1.338871	0.698936	0.273848	0.635577	1.475978	2.826944	4.345632	5.310686	5.104113	3.805663	2.195322	1.153684	0.127036	0.320675	0.800450	1.630918	2.645362	3.385944	3.383832	2.603518	1.534717	0.813630	0.004450	0.012873	0.036048	0.080862	0.142190	0.194346	0.204156	0.162214	0.096425	0.049810	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	29	0.600000	67.000000	198.529253	1787.604428	707.044788	1860.888967	240.165887	113.003841	1542.442939	8.781490	16.197498	30.630162	48.813513	63.472712	66.554642	55.607840	36.519613	18.855399	9.042743	11.465930	23.154054	47.744660	82.702529	116.635631	132.451911	119.749951	85.067330	47.504867	24.649911	3.925738	8.461514	18.446114	33.486735	49.160047	57.762888	53.725579	39.030318	22.125692	11.550365	1.309342	3.038872	7.057072	13.516421	20.777703	25.391899	24.404216	18.195956	10.496456	5.516089	0.302501	0.763603	1.906059	3.883599	6.299230	8.062731	8.057701	6.199589	3.654522	1.937445	0.128486	0.371716	1.040867	2.334869	4.105681	5.611660	5.894936	4.683865	2.784243	1.438234	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.091190	0.181715	0.370917	0.638059	0.895799	1.014984	0.917793	0.653960	0.367871	0.193372	0.246286	0.523277	1.128463	2.033535	2.970986	3.482493	3.239501	2.360820	1.348508	0.713654	0.284834	0.650827	1.493937	2.838777	4.341304	5.291574	5.086173	3.804657	2.212221	1.179591	0.132607	0.329070	0.811176	1.638701	2.643133	3.373446	3.371394	2.602720	1.547064	0.833048	0.004684	0.013278	0.036639	0.081356	0.142093	0.193525	0.203256	0.162099	0.097267	0.051181	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	30	0.600000	67.000000	198.891681	1791.405064	711.095005	1867.209700	240.604326	113.044549	1546.610494	9.077494	16.527368	30.943630	48.978223	63.404350	66.335855	55.434179	36.515595	18.990399	9.225077	11.861203	23.636070	48.245891	82.993547	116.518217	132.020832	119.379033	85.061807	47.849617	25.152282	4.072525	8.652803	18.660032	33.626108	49.127599	57.585765	53.567698	39.038026	22.298645	11.800830	1.363289	3.115027	7.150370	13.587124	20.778613	25.326853	24.343749	18.210079	10.588265	5.645829	0.316720	0.785956	1.937428	3.913906	6.312911	8.057205	8.052304	6.216386	3.695036	1.989668	0.136150	0.385963	1.065015	2.364861	4.130379	5.625417	5.908268	4.711922	2.827360	1.487741	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.094147	0.185243	0.374440	0.639839	0.894406	1.011223	0.914550	0.653582	0.370271	0.197065	0.254896	0.534215	1.140133	2.040058	2.966785	3.469568	3.227951	2.359617	1.357781	0.728034	0.295673	0.665628	1.510985	2.849462	4.336113	5.272115	5.068015	3.803124	2.228403	1.204873	0.138107	0.337207	0.821324	1.645684	2.640218	3.360583	3.358693	2.601456	1.558825	0.851969	0.004916	0.013671	0.037197	0.081799	0.141948	0.192679	0.202339	0.161953	0.098067	0.052519	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	31	0.600000	67.000000	199.211961	1794.881035	714.824813	1872.978911	240.991777	113.080301	1550.412789	9.368955	16.847716	31.241911	49.127135	63.325921	66.113417	55.258178	36.506920	19.119858	9.402968	12.250487	24.104116	48.722678	83.256751	116.381272	131.581669	119.002464	85.044982	48.180126	25.642407	4.217197	8.838467	18.863253	33.752326	49.084830	57.403261	53.405765	39.039353	22.464190	12.045163	1.416522	3.188923	7.238897	13.651338	20.773653	25.257895	24.280082	18.220186	10.675936	5.772360	0.330792	0.807676	1.967233	3.941738	6.323843	8.049261	8.044734	6.231001	3.733693	2.040634	0.143797	0.399867	1.088027	2.392635	4.152038	5.635923	5.918489	4.737188	2.868481	1.536211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.097060	0.188676	0.377805	0.641458	0.892932	1.007473	0.911328	0.653163	0.372586	0.200675	0.263383	0.544847	1.151257	2.045978	2.962231	3.456619	3.216429	2.358224	1.366710	0.742084	0.306359	0.679996	1.527181	2.859102	4.330171	5.252403	5.049715	3.801134	2.243916	1.229547	0.143532	0.345094	0.830931	1.651936	2.636703	3.347434	3.345795	2.599786	1.570042	0.870410	0.005146	0.014052	0.037725	0.082195	0.141762	0.191812	0.201410	0.161780	0.098828	0.053825	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	32	0.600000	67.000000	199.494314	1798.061441	718.259093	1878.243692	241.333346	113.111637	1553.882424	9.655835	17.158897	31.525952	49.261611	63.238744	65.888309	55.080543	36.494136	19.244102	9.576526	12.633721	24.558712	49.176546	83.494536	116.227324	131.136470	118.621844	85.018179	48.497238	26.120583	4.359711	9.018708	19.056447	33.866516	49.033019	57.216487	53.240685	39.035042	22.622788	12.283513	1.469016	3.260634	7.322949	13.709613	20.763506	25.185677	24.213773	18.226733	10.759748	5.895771	0.344705	0.828776	1.995561	3.967282	6.332294	8.039182	8.035248	6.243634	3.770605	2.090371	0.151413	0.413424	1.109948	2.418330	4.170908	5.643489	5.925894	4.759879	2.907703	1.583634	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.099930	0.192016	0.381022	0.642929	0.891390	1.003744	0.908133	0.652710	0.374822	0.204203	0.271746	0.555186	1.161871	2.051347	2.957378	3.443685	3.204963	2.356669	1.375318	0.755812	0.316890	0.693947	1.542578	2.867786	4.323582	5.232522	5.031342	3.798749	2.258802	1.253629	0.148880	0.352741	0.840032	1.657522	2.632665	3.334067	3.332759	2.597761	1.580751	0.888383	0.005374	0.014421	0.038225	0.082548	0.141538	0.190929	0.200474	0.161582	0.099552	0.055098	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	33	0.600000	67.000000	199.742548	1800.972869	721.421203	1883.047422	241.633641	113.139038	1557.049065	9.938116	17.461260	31.796644	49.382900	63.144001	65.661393	54.901896	36.477731	19.363432	9.745858	13.010866	25.000364	49.608928	83.709098	116.058641	130.687037	118.238572	84.982580	48.801732	26.587108	4.500038	9.193725	19.240238	33.969710	48.973310	57.026414	53.073242	39.025745	22.774856	12.516025	1.520750	3.330236	7.402803	13.762451	20.748787	25.110774	24.145312	18.230122	10.839948	6.016139	0.358449	0.849274	2.022495	3.990718	6.338514	8.027238	8.024087	6.254478	3.805882	2.138908	0.158986	0.426634	1.130824	2.442081	4.187222	5.648402	5.930757	4.780201	2.945124	1.630009	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.102756	0.195267	0.384100	0.644266	0.889792	1.000042	0.904970	0.652227	0.376983	0.207651	0.279984	0.565244	1.172006	2.056216	2.952272	3.430798	3.193576	2.354976	1.383621	0.769226	0.327263	0.707495	1.557229	2.875602	4.316437	5.212548	5.012954	3.796021	2.273102	1.277134	0.154149	0.360156	0.848657	1.662500	2.628175	3.320545	3.319634	2.595431	1.590988	0.905904	0.005599	0.014780	0.038697	0.082863	0.141282	0.190035	0.199532	0.161364	0.100243	0.056340	
0	0.008850	0.991228	340.000000	0.000000	1.180000	35.000000	34	0.600000	67.000000	199.960099	1803.639512	724.332910	1887.429931	241.896818	113.162929	1559.939776	10.215797	17.755145	32.054818	49.492141	63.042749	65.433424	54.722782	36.458153	19.478137	9.911078	13.381912	25.429569	50.021163	83.902442	115.877251	130.234947	117.853880	84.939259	49.094345	27.042290	4.638157	9.363712	19.415214	34.062856	48.906730	56.833898	52.904121	39.012045	22.920778	12.742844	1.571708	3.397803	7.478718	13.810314	20.730045	25.033690	24.075124	18.230705	10.916757	6.133538	0.372015	0.869186	2.048116	4.012212	6.342735	8.013673	8.011475	6.263710	3.839627	2.186272	0.166505	0.439498	1.150700	2.464018	4.201202	5.650930	5.933334	4.798349	2.980840	1.675340	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.105539	0.198434	0.387047	0.645480	0.888149	0.996373	0.901844	0.651720	0.379073	0.211022	0.288096	0.575030	1.181693	2.060629	2.946955	3.417986	3.182289	2.353166	1.391637	0.782335	0.337477	0.720657	1.571180	2.882626	4.308819	5.192543	4.994602	3.793000	2.286849	1.300076	0.159336	0.367348	0.856839	1.666925	2.623296	3.306922	3.306468	2.592836	1.600781	0.922983	0.005822	0.015128	0.039144	0.083141	0.140999	0.189134	0.198590	0.161128	0.100902	0.057551	
0	0.018900	0.981451	160.000000	0.000000	1.180000	35.000000	0	0.425000	59.125000	45.281829	554.161412	101.361829	629.079159	54.778581	61.564990	1692.366129	7.727393	51.403962	151.976932	262.105143	290.594833	214.787485	105.837311	33.526105	6.195041	0.508771	3.488809	23.208167	68.615450	118.336791	131.199486	96.973533	47.784060	15.136566	2.796974	0.229703	0.356938	2.374412	7.019999	12.106956	13.422929	9.921295	4.888754	1.548612	0.286156	0.023501	0.043670	0.290498	0.858863	1.481228	1.642231	1.213823	0.598116	0.189465	0.035010	0.002875	0.008880	0.059073	0.174651	0.301210	0.333950	0.246833	0.121628	0.038528	0.007119	0.000585	0.002307	0.015349	0.045381	0.078265	0.086772	0.064136	0.031603	0.010011	0.001850	0.000152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.038863	0.184461	0.492696	0.809088	0.874912	0.639700	0.315212	0.101034	0.019277	0.001766	0.046468	0.325303	1.009628	1.823790	2.113548	1.629833	0.836439	0.275518	0.052862	0.004502	0.040169	0.280460	0.868363	1.565178	1.810216	1.393355	0.713864	0.234773	0.044979	0.003825	0.014246	0.098231	0.300676	0.536242	0.614137	0.468421	0.237958	0.077641	0.014765	0.001248	0.000900	0.006147	0.018653	0.032998	0.037503	0.028399	0.014328	0.004645	0.000878	0.000074	
0	0.018900	0.981451	160.000000	0.000000	1.180000	35.000000	1	0.425000	59.125000	60.325973	782.737707	159.010957	703.506343	72.977864	71.273803	990.549814	5.151452	20.326190	48.154674	71.616420	70.887847	47.731660	21.741575	6.460013	1.146537	0.098973	5.801252	27.535375	73.547042	120.776230	130.602100	95.490919	47.053078	15.081799	2.877521	0.263647	0.946071	6.623034	20.555626	37.131639	43.030995	33.182746	17.029553	5.609426	1.076247	0.091650	0.072708	0.507652	1.571798	2.833082	3.276618	2.522069	1.292143	0.424956	0.081415	0.006923	0.000010	0.000078	0.000240	0.000429	0.000491	0.000374	0.000190	0.000061	0.000011	0.000000	0.002099	0.014344	0.043531	0.077008	0.087522	0.066275	0.033437	0.010839	0.002048	0.000172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.076272	0.272342	0.631211	0.938987	0.940539	0.646440	0.303567	0.094565	0.018256	0.001948	0.077803	0.420242	1.207318	2.096018	2.373387	1.805457	0.920907	0.304106	0.059429	0.005494	0.048127	0.355442	1.160728	2.200786	2.671099	2.152879	1.152671	0.395436	0.078894	0.006976	0.014816	0.110398	0.363351	0.693738	0.847241	0.686693	0.369522	0.127350	0.025514	0.002265	0.000842	0.005755	0.017466	0.030900	0.035122	0.026598	0.013420	0.004351	0.000823	0.000069	
0	0.018900	0.981451	160.000000	0.000000	1.180000	35.000000	2	0.425000	59.125000	77.970223	979.731035	220.007562	775.630327	94.322563	81.240089	820.794955	6.089583	17.892060	35.810229	46.981065	42.084437	26.146852	11.212962	3.230591	0.588863	0.062466	7.351305	26.249257	60.838246	90.502705	90.652228	62.306031	29.258752	9.114490	1.759560	0.187801	1.707964	9.225357	26.503620	46.012760	52.101699	39.634244	20.216180	6.675874	1.304612	0.120600	0.229944	1.698268	5.545845	10.515141	12.762253	10.286247	5.507351	1.889352	0.376945	0.033330	0.000006	0.000048	0.000159	0.000305	0.000373	0.000302	0.000162	0.000055	0.000010	0.000000	0.000786	0.005377	0.016320	0.028874	0.032819	0.024853	0.012540	0.004065	0.000768	0.000064	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.097931	0.299119	0.642222	0.913309	0.892220	0.608028	0.288057	0.092665	0.019207	0.002419	0.137705	0.575127	1.471666	2.362707	2.518293	1.822577	0.892693	0.286812	0.056097	0.005785	0.071217	0.431405	1.330599	2.448738	2.918059	2.324131	1.235887	0.423687	0.085488	0.008041	0.022181	0.174837	0.606935	1.219012	1.562340	1.325983	0.745684	0.268076	0.055930	0.005162	0.000610	0.004169	0.012656	0.022397	0.025465	0.019290	0.009737	0.003158	0.000597	0.000051	
